"x","x7","y1","y2","y3","y4","y5","y6","y7","y8"
1,1,1.74774335576411,1.24323006729233,1.4882072251692,1.74774335576411,-8.09026576943558,1.24323006729233,1.24323006729233,0.24774335576411
0.894736842105263,10.8947368421053,2.31004464514884,3.14066025123599,4.58777751397939,2.31004464514884,17.6764333577611,15.7033012561799,3.14066025123599,1.10921362021809
0.789473684210526,0.789473684210526,1.41282612542223,0.659531007845626,1.14591578230287,1.41282612542223,-11.7698384321683,0.659531007845626,0.659531007845626,0.477923078330814
0.684210526315789,0.684210526315789,1.70525335624399,1.74733901610038,1.7496057056273,1.70525335624399,2.39966674387452,1.74733901610038,1.74733901610038,1.00303728976199
0.578947368421053,0.578947368421053,2.09237963023176,3.11924415385319,5.6621877429033,1.06551510661034,18.0087797463638,3.11924415385319,3.11924415385319,1.58960954712927
0.473684210526316,0.473684210526316,1.29281181608992,0.931067027217116,1.06618042876015,1.65455660496272,-3.95248762256569,0.931067027217116,0.931067027217116,0.956246719137007
0.368421052631579,0.368421052631579,1.2267711370815,0.943471305981328,1.02970581702859,1.2267711370815,-2.59777658277076,0.943471305981328,0.943471305981328,1.02317002904825
0.263157894736842,0.263157894736842,1.07254650097956,0.691323713464987,0.839922772581804,1.45376928849413,-3.69273834295256,0.691323713464987,0.691323713464987,0.968668384636067
0.157894736842105,0.157894736842105,1.07216264638226,0.900698465462567,0.934184162214971,1.07216264638226,-0.8996754341942,0.900698465462567,0.900698465462567,1.0347665244986
0.0526315789473685,0.0526315789473685,1.09406404638855,1.1769289812709,1.1859213957309,1.09406404638855,1.96414586265326,1.1769289812709,1.1769289812709,1.08990892173481
-0.0526315789473684,-0.0526315789473684,1.31565752420867,2.05223573052075,3.11918721805716,0.579079317896594,8.31315048417339,2.05223573052075,2.05223573052075,1.31150239955493
-0.157894736842105,-0.157894736842105,0.601571426762048,0.120503753970353,0.34578236627129,1.08263909955374,-3.48750379196736,0.120503753970353,0.120503753970353,0.564175304878391
-0.263157894736842,-0.263157894736842,0.412724325254941,-0.235511234761493,0.142358109203685,0.412724325254941,-4.44904237486831,-0.235511234761493,-0.235511234761493,0.308846208911451
-0.368421052631579,-0.368421052631579,0.584318640536357,0.489798026872227,0.500401665406836,0.678839254200486,-0.0300653482804846,0.489798026872227,0.489798026872227,0.380717532503116
-0.473684210526316,-0.473684210526316,0.204787777510309,-0.43826824641644,-0.0655194047839864,0.204787777510309,-3.33202035408681,-0.43826824641644,-0.43826824641644,-0.131777319442599
-0.578947368421053,-0.578947368421053,0.379356789413994,0.295965105084086,0.30426871206038,0.462748473743901,0.00409420992941067,0.295965105084086,0.295965105084086,-0.123413293688499
-0.684210526315789,-0.684210526315789,0.136595545270333,-0.221792311557422,-0.0889511248795988,0.136595545270333,-1.11776195362681,-0.221792311557422,-0.221792311557422,-0.565620521211661
-0.789473684210526,-0.789473684210526,-0.444663712238002,-1.75504376829295,-0.588139075032374,0.865716343816949,-3.72061385237538,-1.75504376829295,-1.75504376829295,-1.37956675932941
-0.894736842105263,-0.894736842105263,0.177508334675745,0.321998688237763,0.350322817696161,0.0330179811137284,0.394243865018771,0.321998688237763,0.321998688237763,-1.023322690255
-1,-1,-0.0778066220202751,-0.233419866060825,-0.205606115384494,0.0778066220202751,-0.15561324404055,-0.233419866060825,-0.233419866060825,-1.57780662202028
