"Temperature","Rainfall","Biomass"
22.8172768042188,751.047254145388,5008.43540202699
13.0820253237387,1020.92859110523,4999.16120228806
19.050061886802,939.476943251138,5003.19440406451
21.7342386725181,943.911307954278,5005.58304905999
24.1735545254549,1159.36497723831,5005.35224049287
31.1645882203822,30.9665922674083,5012.09418996296
19.4409312237905,904.712927449002,5003.19479326243
36.1052614718809,1166.55067447512,5013.42480161636
24.4828140864134,805.577284646539,5008.1456710393
4.88435240571579,1491.91422999814,4997.03218028356
22.6008898494904,367.059630516619,5012.33867704924
22.6517767229239,690.885151522307,5008.68274481151
28.978922303631,872.949286885968,5009.85435142876
9.33515516629711,1403.39252834174,5004.21813639847
25.7011122764012,1442.01808197111,5010.88622072069
17.674372568754,63.2090239642921,5007.24569000625
6.49077335098491,1449.26754860336,4998.52251677773
7.90097809243605,852.38588122386,5000.22241145825
10.4354734436616,1392.43884398314,4998.64856784385
25.3316410428832,1405.54360197684,5005.70038994034
19.6283297596909,422.932242379063,5007.3695543196
23.6095387820515,725.763438904918,5013.17550175211
40.4667533070933,359.758107957812,5015.33461043994
29.8530582087256,1283.50275191418,5011.00874495957
10.8314041141826,149.740666358139,5009.78513555367
15.4902971634116,842.093150745798,5003.80222221631
19.9922207855177,217.691475907526,5012.2763754074
19.7022247096267,658.35719639136,5008.00672571606
12.4418578699165,762.398128279987,5003.5797383464
-6.23097882583726,1239.97294857308,4996.34713345382
33.7521884398219,14.4994714157179,5007.83018194316
24.3599619848504,220.757277941063,5004.13026040457
12.3062343247494,1207.75372045681,5008.15649125387
45.0974831747717,231.681777074299,5017.48176765182
19.5288983606056,558.125643229877,5009.69243993507
32.7500083557734,166.659168858223,5013.66764284484
24.8697378422865,285.584332085276,5009.36114564434
31.3835706763594,218.165868672771,5011.39618365079
19.8780517050774,765.161881594382,5001.10794709591
19.0621588853483,1001.92595764085,5005.15241383947
26.3194103113396,846.660793589828,5014.5805421874
3.50535722065478,1503.99648849243,5001.72450875464
43.5304014622579,662.275432894202,5010.13048319923
14.8690288982136,1648.11398213779,5005.09448119717
16.6370550529406,786.195443384197,5008.3771852913
35.0631405268785,483.293080290916,5008.73658793752
12.4055267600344,1390.22499854897,5005.82747366961
21.5731861820517,509.735384429364,5005.2611486517
18.6018483785172,924.958767122873,4999.38956366371
4.03538340025377,1076.60839289144,5000.46399983479
28.2350849726044,599.962203575595,5010.87692449774
35.5946867092268,-102.316876932094,5013.13948203252
29.7674923962545,817.647040906866,5004.65268025653
16.0468367856247,652.38023058542,5002.70484067577
33.0528135662748,416.020436748358,5013.38605083011
24.9223476453416,841.589732601986,5008.32209751699
22.375474362805,970.989779404771,5009.55852928044
14.9276852762096,731.71591650692,4999.9150388341
37.9938692449639,180.474390486312,5014.74192410894
32.2348896249601,197.808034068696,5016.78125950419
13.2828191794694,806.318060760401,5000.91940037351
18.2699133438052,725.811620153588,5008.87316816657
16.3746360436644,956.754195494792,5004.37847366573
16.9006405926789,497.200977307324,5008.57992886747
21.327465666072,892.607803202642,5005.19088350962
31.7217832390081,406.641954681619,5009.07188002381
30.1875514917226,1026.23608998766,5013.71730480054
-5.33398011913185,1446.46619037164,4994.25469990399
0.183288339453213,698.894283990007,4999.49509451268
9.83448601908869,377.400926181941,5007.47146788738
15.5414336829699,660.609032041761,5001.47230304348
20.8951004744225,782.813570857123,5009.48043302333
32.3033922054261,241.037187114602,5012.68779623507
4.27490177513814,1395.9847610742,4999.96820980225
33.9094486527711,384.360275986605,5009.02018587552
13.994412512025,705.110523679982,5006.7066024247
22.9502127110095,400.297714095495,5004.60422812852
16.4044588429984,242.803605350476,5006.53551743013
17.8464043288725,1192.85821685358,5003.30174223462
15.7446999966882,944.34502323091,5011.04175242413
29.9649471491826,665.115453633263,5010.89822128803
32.3670030232336,542.772601729137,5014.00957539901
30.8127291279867,-66.7869916565628,5015.62203283774
8.63770789111762,1053.20212564651,5002.17718795826
15.0616276960287,741.94718527023,5003.27996721445
29.4787819420119,304.019728167166,5018.75098040113
4.91619546224818,1013.40546677179,4999.94571681554
27.6915262159134,164.666470802581,5006.06054909187
23.724645080358,403.580838553561,5002.71934450516
15.9232138518571,993.286676419551,4999.90655067323
24.7025050471094,1124.39091420561,5008.39794443747
21.0417644007416,682.523360830824,5004.60816755895
10.568915522847,778.470335396263,5005.17223533083
20.0780579357866,1094.14117591111,5002.38544559142
17.2156066214792,805.953564264152,5004.8529864379
33.0239378950679,751.383710543026,5015.23504079354
25.8027997762809,541.319354812119,5009.79931706693
21.091236241445,452.794889977771,5005.44658207888
24.9638344597148,596.548555512258,5007.41410762996
27.8169917291826,-31.1035352567734,5009.76398722945
